ID	Sample_ID	Cohort	Date.of.CBC	WBC	RBC	Hemoglobin	Hematocrit	MCV	MCH	MCHC	RDW	Platelet.count	Mean.Platelet.volume	Reticulocyte.count	Absolute.reticulocyte.count	Comments	Seg.Neuts	Lymphocytes	Monocytes	Eosinophils	Basophils	Band.Neuts	Other.	Nucleated.RBC	Absolute.Seg.Neutrophils	Absolute.Lymphs	Absolute.Mono	Absolute.Eos	Absolute.Baso	Absolute.Band.Neutro	WBC.Morphology.Comments	RBC.Comments	Other.comments	Time.of.CBC	Other	Acanthocytes	Anisocytosis	echinocytes	Howell.jolly.bodies	keratocytes	schistocytes	Lipemia	Hemolysis						
T-OS-0060	T-OS-0060-cfDNA-1ng-D0	OS_Longitudinal	4/14/22	10.1	6.57	15.2	44	66.6	23.1	34.7	13.9	488	9.6	0.63	41.7		84	8	5	3	NA	NA		NA	8.484	0.81	0.51	0.3	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0060	T-OS-0060-cfDNA-1ng-WK2	OS_Longitudinal	4/28/22	7.93	5.7	12.9	37	64.7	22.6	35	14.7	480	9.6	0.33	18.5		85	12	2	NA	NA	1		NA	6.741	0.95	0.16	NA	NA	0.08				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0060	T-OS-0060-cfDNA-1ng-WK4	OS_Longitudinal	5/24/22	4.93	6.86	15.5	46	67.2	22.6	33.6	14.7	615	9.5	0.26	18.2		56	16	9	19	NA	NA		NA	2.761	0.79	0.44	0.94	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0060	T-OS-0060-cfDNA-1ng-WK8	OS_Longitudinal	6/21/22	5.05	5.61	12.3	37	66.2	21.9	33.2	15.6	486	10.9	0.44	24.7		69	25	3	3	NA	NA		NA	3.485	1.26	0.15	0.15	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0060	T-OS-0060-cfDNA-5ng-D0	OS_Longitudinal	4/14/22	10.1	6.57	15.2	44	66.6	23.1	34.7	13.9	488	9.6	0.63	41.7		84	8	5	3	NA	NA		NA	8.484	0.81	0.51	0.3	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0061	T-OS-0061-cfDNA-10ng-WK2	OS_Longitudinal	8/2/22	3.67	5.04	11.7	34	66.7	23.2	34.8	13.1	204	10.1	0.2	9.9		65	29	3	3	NA	NA		NA	2.386	1.06	0.11	0.11	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0061	T-OS-0061-cfDNA-1ng-D0	OS_Longitudinal	7/15/22	13.81	6.64	15.2	45	67.9	22.9	33.7	13.8	235	10.1	0.55	36.7		81	11	7	1	NA	NA		NA	11.186	1.52	0.97	0.14	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0061	T-OS-0061-cfDNA-1ng-WK16	OS_Longitudinal	11/8/22	4.35	7.01	16.2	49	69.7	23.1	33.2	14.9	211	10.6	0.87	61.1		62	32	4	2	NA	NA		NA	2.697	1.39	0.17	0.09	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0061	T-OS-0061-cfDNA-1ng-WK20	OS_Longitudinal	12/6/22	4.38	7.19	16.3	49	68.8	22.7	33	14.6	203	11.2	0.89	63.8		57	37	6	NA	NA	NA		NA	2.497	1.62	0.26	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0061	T-OS-0061-cfDNA-1ng-WK4	OS_Longitudinal	8/16/22	5.14	6.93	15.9	47	67.5	22.9	34	14.2	226	9.3	0.24	16.9		62	28	6	4	NA	NA		NA	3.187	1.44	0.31	0.21	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0061	T-OS-0061-cfDNA-1ng-WK8	OS_Longitudinal	9/13/22	5.03	6.45	14.8	43	67.1	22.9	34.2	15	263	10.5	0.67	43.3		78	17	5	NA	NA	NA		NA	3.923	0.86	0.25	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0061	T-OS-0061-cfDNA-3ng-WK12	OS_Longitudinal	10/11/22	5.06	7.55	17.2	51	67.3	22.8	33.9	14.9	300	10.1	1.21	91.1		59	37	4	NA	NA	NA		1	2.985	1.87	0.2	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0061	T-OS-0061-cfDNA-6ng-WK16	OS_Longitudinal	11/8/22	4.35	7.01	16.2	49	69.7	23.1	33.2	14.9	211	10.6	0.87	61.1		62	32	4	2	NA	NA		NA	2.697	1.39	0.17	0.09	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0062	T-OS-0062-cfDNA-10ng-WK12	OS_Longitudinal	10/17/22	6.75	5.43	12.6	40	73.5	23.2	31.6	14.9	185	11.2	1.87	101.5		74	21	4	1	NA	NA		NA	4.995	1.42	0.27	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0062	T-OS-0062-cfDNA-10ng-WK2	OS_Longitudinal	8/2/22	4.58	3.95	9.1	28	71	23	32.5	13	210	11.7	0.37	14.7		87	9	3	1	NA	NA		NA	3.985	0.41	0.14	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0062	T-OS-0062-cfDNA-1ng-D0	OS_Longitudinal	7/18/22	7.09	5.63	13.3	40	70.3	23.6	33.6	13	230	11.2	1.01	56.6		74	21	2	2	NA	1		NA	5.247	1.49	0.14	0.14	NA	0.07				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0062	T-OS-0062-cfDNA-1ng-WK2	OS_Longitudinal	8/2/22	4.58	3.95	9.1	28	71	23	32.5	13	210	11.7	0.37	14.7		87	9	3	1	NA	NA		NA	3.985	0.41	0.14	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0062	T-OS-0062-cfDNA-1ng-WK4	OS_Longitudinal	8/19/22	6.61	5.8	13.7	41	70.1	23.6	33.7	14.2	261	9.6	0.32	18.6		59	37	3	1	NA	NA		NA	3.9	2.45	0.2	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0062	T-OS-0062-cfDNA-1ng-WK8	OS_Longitudinal	9/15/22	6.45	4.79	11.1	34	71.8	23.2	32.4	17.8	363	10.7	3.05	146.1		78	15	5	2	NA	NA		2	5.031	0.97	0.32	0.13	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0062	T-OS-0062-cfDNA-2ng-WK8	OS_Longitudinal	9/15/22	6.45	4.79	11.1	34	71.8	23.2	32.4	17.8	363	10.7	3.05	146.1		78	15	5	2	NA	NA		2	5.031	0.97	0.32	0.13	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0064	T-OS-0064-cfDNA-1ng-D0	OS_Longitudinal	11/18/21	6.42	6.6	15.9	47	70.8	24.1	34	12.5	306	10.1	0.62	40.7		74	23	3	NA	NA	NA		NA	4.751	1.48	1.19	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0064	T-OS-0064-cfDNA-1ng-WK2	OS_Longitudinal	12/3/21	3.45	6.03	14.4	43	70.4	23.9	33.9	12.5	247	10.3	0.18	11.1		52	40	6	2	NA	NA		NA	1.794	1.38	0.21	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0064	T-OS-0064-cfDNA-1ng-WK4	OS_Longitudinal	12/17/21	5.3	6.79	16.6	48	71.1	24.4	34.4	14.4	460	10.5	0.75	51		74	22	3	1	NA	NA		NA	3.922	1.17	0.16	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0064	T-OS-0064-cfDNA-1ng-WK8	OS_Longitudinal	1/14/22	4.71	5.93	14.4	43	72.5	24.3	33.5	15.1	357	10.6	1.35	79.9		71	18	11	NA	NA	NA		NA	3.344	0.85	0.52	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0064	T-OS-0064-cfDNA-3ng-WK2	OS_Longitudinal	12/3/21	3.45	6.03	14.4	43	70.4	23.9	33.9	12.5	247	10.3	0.18	11.1		52	40	6	2	NA	NA		NA	1.794	1.38	0.21	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0064	T-OS-0064-cfDNA-5ng-WK8	OS_Longitudinal	1/14/22	4.71	5.93	14.4	43	72.5	24.3	33.5	15.1	357	10.6	1.35	79.9		71	18	11	NA	NA	NA		NA	3.344	0.85	0.52	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0064	T-OS-0064-cfDNA-7ng-WK4	OS_Longitudinal	12/17/21	5.3	6.79	16.6	48	71.1	24.4	34.4	14.4	460	10.5	0.75	51		74	22	3	1	NA	NA		NA	3.922	1.17	0.16	0.05	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0064	T-OS-0064-cfDNA-8ng-D0	OS_Longitudinal	11/18/21	6.42	6.6	15.9	47	70.8	24.1	34	12.5	306	10.1	0.62	40.7		74	23	3	NA	NA	NA		NA	4.751	1.48	1.19	NA	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0067	T-OS-0067-cfDNA-2ng-WK2	OS_Longitudinal	7/25/23	6.04	6.31	14.1	43	67.3	22.3	33.2	14.9	327	11.1	0.87	55		68	10	3	19	NA	NA		NA	4.107	0.6	0.18	1.15	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0067	T-OS-0067-cfDNA-3ng-D0	OS_Longitudinal	7/12/23	9.15	7.4	16.7	49	66.6	22.6	33.9	14.6	395	10.6	1.35	100		76	9	5	10	NA	NA		1	6.954	0.82	0.46	0.92	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0067	T-OS-0067-cfDNA-3ng-WK4	OS_Longitudinal	8/8/23	6.22	6.96	15.5	45	64.2	22.3	34.7	20.2	547	11.2	NA	27.8		74	14	4	8	NA	NA		NA	4.603	0.87	0.25	0.5	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0069	T-OS-0069-cfDNA-2ng-D0	OS_Longitudinal	7/26/23	6.53	6.28	14.7	43	68	23.4	34.4	14.1	239	14.3	0.4	24.8		69	21	6	4	NA	NA		NA	4.506	1.37	0.39	0.26	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0069	T-OS-0069-cfDNA-2ng-WK2	OS_Longitudinal	8/10/23	3.41	7.06	16.4	48	67.7	23.2	34.3	14.6	283	13.1	0.46	32.6		69	28	1	2	NA	NA		NA	2.353	0.95	0.03	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0069	T-OS-0069-cfDNA-2ng-WK4	OS_Longitudinal	8/23/23	5.82	7.29	16.9	50	68.3	23.2	33.9	15.9	395	12.7	0.64	46.6		82	11	5	2	NA	NA		1	4.772	0.64	0.29	0.12	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0073	T-OS-0073-cfDNA-1ng-WK4	OS_Longitudinal	10/13/23	4.74	6.41	15.7	44	68	24.5	36	18.1	353	11.4	NA	29.5		84	10	2	4	NA	NA		NA	3.82	0.62	0.21	0.07	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Present						
T-OS-0073	T-OS-0073-cfDNA-2ng-WK2	OS_Longitudinal	9/28/23	2.41	6.12	17	42	68.8	27.8	40.4	14.6	429	11.8	0.41	25.1		61	27	8	4	NA	NA		NA	1.47	0.65	0.19	0.1	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0073	T-OS-0073-cfDNA-7ng-D0	OS_Longitudinal	9/13/23	8.43	7.52	17.8	45	59.8	23.7	39.6	16.8	289	NA	0.3	25.6		63.5	16	1.3	17.1	2.1	NA		NA	5.35	1.35	0.11	1.44	0.18	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0074	T-OS-0074-cfDNA-2ng-WK2	OS_Longitudinal	10/3/23	4.29	6.51	15.3	45	68.4	23.5	34.3	14	175	12.5	0.18	12		43	46	6	5	NA	NA		NA	1.845	1.97	0.26	0.21	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	Absent						
T-OS-0074	T-OS-0074-cfDNA-5ng-D0	OS_Longitudinal	9/20/23	6.98	6.31	15	44	69.2	23.8	34.3	13.8	188	11.7	0.46	29.3		49	36	6	9	NA	NA		NA	3.42	2.51	0.42	0.63	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
T-OS-0074	T-OS-0074-cfDNA-6ng-WK4	OS_Longitudinal	10/17/23	8.21	6.46	15.4	45	69.9	23.8	34.1	15.7	249	13.3	1.04	67.3		65	25	4	6	NA	NA		NA	5.337	2.05	0.33	0.49	NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA							
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
